review,sentiment,length_cat
This heatsink keeps the CPU very cool (36c on load) my only con about it is that it is kind of a pain in the ass to put on and the directions suck but once you get passed that it's very nice and works very well I am gonna put another fan on it soon so I can maximize airflow and cooling.,2,1
"This jack is perfectly fine as far as quality, fit, etc.  Unfortunately, the rating is severely diminished by the price which is nothing less than gouging. To the best of my knowledge, Amazon does not provide a wiring diagram, schematic or parts list for its Kindle products. As a result, the user must buy a $2.00 part for exorbitantly inflated prices to insure the part is properly wired for the Kindle version in which it will be used. This is a teeny part which could easily be mailed in a first class envelope but some sellers are charging as much as $5.00 for shipping. At one time, this part was available directly from China for a little over $2.00 with free shipping. I could not find that offering as I prepared this review. That would be the proper pricing for this part but one must wait three weeks for delivery.I paid almost $18.00 for this part. I note that the price is now a little over $11.00 from the same seller but that's still a rip off.  A fair price for this part should be no more than $4.00 including shipping...and that is very liberal.",0,2
"Probably should have paid more attention to dimensions before ordering.  OK for 1 head of lettuce, but if rinsing and draining a larger tub size of lettuce, takes 3-4 baskets of spins.",1,1
"I purchased this product yesterday and as soon as I tried it out, I knew something was wrong. When I plugged the device in the blue led power indicator blinked a few times then installed the device drivers. That was OK, but when I tried to copy a file to the device the blue led went completely off, it took over 5 minutes just to cancel the file copy. So I researched problems with the device and it looks like it runs a peak power consumption(like times when your copying or extracting info from the device) of 740mA or 3.7 watts. And the maximum power output for a USB 2.0(which is the only power source for the device) is only 500mA or 2.5 watts....is that not a design flaw? I read more reviews and it looks like Toshiba also sells a ""Y"" cable that connects the external hard drive to 2 USB ports, the review goes on to say that the cable does not work. I will buy the cable, but if it does not work, I will return both.Copy and paste this to your url box to see a very detailed review on this product.[...]",0,2
"Fair Warning.It does work. but dont be writing boot images and leave it plugged into your computer if you want to restart.bad things happen, as they did to me.",1,0
"This multi-port USB wall charger is phenomenal.  It is a must have for anyone who travels.  I charge my 2 mobile phones, tablet, fitbit, etc. all at once.  it is terrific and works as described.",2,1
This is smaller than the other digital timer I have and it has some pros and cons.PRO:small size2 separate timer functionsclock functionlock function so you can slip it into your pocket without changing buttonsbelt clipvibrate functionCON:no temp probeno off button so it burns battery power 24/7lays flat on counter so difficult to read from a distanceI like the dual timer function but since this is supposed to be a BBQ timer it really needs a meat probe.  As a regular kitchen timer it works fine.,1,2
"The dictionary defines the word ""BIG"" as large or great in dimension, with bulk, large or great in quantity.  Well makers of this ""Big Boss Grill"" need to look up the word Big and redesign a product that properly reflects the description.  This grill is suited best for one, maybe two people at most.A product like this should be versatile, convenient, somewhat rugged, and easy to clean.  Unfortunately the Big Boss Grill misses virtually all of these traits.  Sure, it can be considered versatile, but at the expense of making quite a mess.  They give you a lot of cooking plates; so many that it takes a stand to hold them.  Who wants that sitting on their counter?  This grill has no method of draining grease and oil away from your food, except by allowing it to pool up in the channels of the cooking plate.  What happens when the channels start to fill up?  The grease and oil starts to run out the ends of the grill, making a horrible mess, and even creating a potential electrocution hazard to the operator.  The construction of the product is mediocre at best, with a weak hinge design, and not even so much as a power button or switch.  That's right; the power plug is your on/off switching method.  I don't like anything that instantly tries to draw a high current while you are plugging it in.  That is just dangerous.  Almost as dangerous as when the grease from the cooking trays starts running down the side and into the opening where the power cord enters the grill.Results of the food I grilled varied a great deal, depending on what I was cooking.  Sandwiches grilled up nicely and rather quickly.  Burgers took much longer, were rather dry, and the amount of grease all over the grill and counter top made me decide to never use this grill for burgers again!  Grilling chicken breasts was slower yet, and they came out extremely dry.  I did make an omelet, but found the process and cleanup to be much more tedious than just getting out a pan and making it the old fashioned way.Overall there is very little, if anything, that impresses me about this product.  For the money they are asking, there are so many better choices to be had; such as the bargain pricedCuisinart WM-SW2 Dual-Sandwich Nonstick Electric Grill.  I'm not saying that the Big Boss Grill is completely useless, but they have designed and constructed it in a way that clearly reflects bottom shelf quality and manufacturing standards.  If you are single and want a simple grilled cheese sandwich, when you may want to give this bad boy a whirl.  However, if you are cooking for two or more people, and/or don't want to have an awful mess every time you decide to use your portable electric grill, then invest your money in a higher quality product.  It's small, poorly designed, and extremely messy to use.  I guess maybe including the word ""Big"" in their product title is not a reference to physical size, but rather the mess it is capable of creating.  Sorry folks, a 2 star rating is rather generous for this ""As Seen On TV"" contraption.  I hope my review will save some frustration and money for someone out there.  =o)",0,2
"This item consists of 36 hangers, of which 18 are white, 9 are dark blue, and 9 are dark green (the picture shows only one white hanger). If you want all white, try:Clothing Hanger Set with Belt HooksClothing Hanger Set with Belt Hooks - 24 Plastic (White) (16 3/4''W)",0,1
"I teach a counseling skills course at a local community college, and needed this for the students to turn in an audio recording of an interview. Not all students are into the digital realities of today, so this analog tape recorder did the trick.I gave it three stars, 'cause it only runs on batteries ... there's no where to plug in an A/C adaptor (my preference).If ya gotta go tape, this unit is alright.",1,1
"This is the best case for those who take care of their phone. Meaning, you don't place keys next to it in a bag or drop your phone accidentally or throw it in anger. The fit is tight enough so granules of dirt won't get lodged between the case and phone.",2,1
I got this as a birthday present 5 months back and here is my impression on the product.Pros:1. Good design - very easy to use and intuitive (Applies to most Sony Handycams)2. AVI format.3. Good light sensitivity and low light focusing.Cons:1. Very deep depth-of-field (Hard to highlight subject)2. Some what flimsy lens cover (Mine broke during normal operation and Sony does not cover labor :( )3. USB connector is located in weired position (requires one to keep the display open while connected instead of flipped flat)Recommendation:1. Use with 32 GB SD card and NV-100 battery,1,2
"I wouldn't purchase this item if I had it to do over again -- it just doesn't remove much water from the air.I bought this to keep the humidity down in my bathroom after taking a shower.  Despite having to empty it every few weeks, the mold kept growing and the bathroom didn't seem any less humid.  So I bought a hygrometer to measure the humidity.  Sure enough, it doesn't drop much with the dehumidifier running.Unsure about air circulation, I decided to get a reasonably large cardboard box (perhaps 1' x 3' x 4') and run the dehumidifier inside with a wireless hygrometer.  I sealed the edges of the box, and ran the dehumidifier with a wireless hygrometer inside.  What I found was that the temperature inside increased 5-8 degrees and the relative humidify decreased, but the due point didn't change (hotter air can hold more water, so the best way to compare the total water in the air is to use the due point).In sum, other than occasionally emptying a few cups of water, I have no proof that this dehumidifier is doing much of anything (but I do now own a pretty nifty wireless hygrometer :)  ).Also, as others have noted, the voltage converter does get hot and it does run quietly.",0,2
"Purchased this product as a cheaper wrist wrap back-up to my recently purchased Schiek wrist-wraps.  Picture looks the same & half the price so I decided to purchase it.  It arrived, tried it then returned it the next day.  Product was flimsier not as thick & durable as the Schiek version.  Pass.",0,1
so many reviews raved about the screen and the HD quality video that when i got my first one i thought it was broken. i exchanged it for another one and found out that there was nothing wrong with the first. sub par tiny screen and washed out grainy video output. its really no better than the video you get on-board most point and shoot cameras. as a matter of fact the video from my little canon 590is blows this thing away. the minoHD is good for quick uploads to the web and nothing else. i give it 2 stars only because of ease of use other than that its a waste of money. go buy a point and shoot camera for $150 and enjoy better video and still photos to boot.,0,2
"Over the years my wife and I have used many, many different spatulas. As a matter of fact they are one of the most used hand implements in our kitchen as we both cook. Of all the many like products we have used, I must say that these EZ Grip Silicone Spatulas with the wooden handles (More about that later) are probably the best of the lot as to serviceability, comfort in using, cleaning and I must say beauty...aesthetically they are quite pleasing to they eye.The Beechwood handles are just a bit thicker (stouter) than any of the others we have use and are extremely easy to handle and are quite easy on the hand and wrist. Due to their design and heaviness, they take a lot of the strain off of the wrist as you stir or scrape. This is import to both of us as due to age and slight arthritic conditions our writs are not what they use to be. The finish on the handles is quite smooth and extremely pleasing to the eye.These spatulas are good for up to 397 degrees which far exceeds the heat of anything we are likely to use them for. I suppose it would be nice to be able to stir my lead as I melt it to make sinkers with but hey, you cannot have everything you know. No, the level of heat resistance here is just fine with us.I see no reason for these to not be dishwasher safe. That being said though, we never place any wooden utensil in our dishwasher for two reasons. One, the washer is not good on wood over the years and even the best will eventually be injured. Two, we have two absolutely spoiled rotten Boston Terriers who are also extremely sneaky. As I do dishes they will both quietly watch and sneak behind me and remove anything chewable from the washer as I have it open and am filling it. They love to chew wood and in particular anything wood that has been around food. They have done in quite a few wooden spoons that way and their fare share of spatulas such as this. As strong and well made as this set is I am quite sure they would not survive these two brats...hey, they could dismantle a 1949 Ford if you let them alone with it long enough. Anyway, we prudently hand wash all such items.The silicone heads are not too limber and not too stiff and do a fine job in mixing and scraping the sides of the bowel or pan we are working with. These should actually out last us as a matter of fact.Don BlankenshipThe Ozarks",2,2
The perfect companion piece to the previously purchased Ravelli tripod. Almost as smooth as a studio dolly. makes  for good lateral and all other tracking needs,2,0
"Starting PointI've had this keyboard for just over a week and feel like I can give it an honest review. I'd like to start with a few things to keep in mind while reading my review:1. This is my first mechanical keyboard. The only previous experience that I have with them is a Cherry POS keyboard that was used at a retailer I worked for.2. I originally wanted a Das Keyboard with blank keys (Das Keyboard Model S Ultimate Soft Tactile Mechanical Keyboard), but it was tough to pass up the G700+ when it came down to $99.993. I don't play computer games (or at least haven't yet).4. I work from home and use my keyboard 8-12 hours per day, although I do not spend the entire time typing.5. My old keyboard is a Logitech MK710 that came with a mousePros and ConsHere is a quick list of the pros and cons for those who don't want to read the entire review. I'll try and cover each one in more detail further down.Pros:1. The keyboard feels great to type on.2. The keys sound quieter than I expected3. Macro keys are easy to program and the software seems pretty stableCons:1. Backlighting is slightly inconsistent and is faded out on some keys2. There is a strange ""pinging"" sound that I get when I type quickly3. The wrist rest feels kind of cheap compared to the rest of the keyboardVerdict: I recommend the keyboard to anyone who wants a cherry brown switch mechanical keyboard and won't mind some inconsistent backlighting. I give the keyboard 4 stars because it works as I expected it to but it didn't blow me away.First Impressions:The first thing I noticed about the keyboard is how crisp it looked. I love unpacking a new toy--err--tool, so unpacking it and removing the plastic is a big part of the experience for me. It's hard to give something a chance if it does not suppress the buyer's remorse feelings right away. Most Logitech products seem to present themselves well visually. I don't mind the orange ring around the macro keys or the branding printed on the keyboard, although I know that some people are turned off by it. The wrist-rest was about the only physical part of the keyboard that looked and felt a little cheap; although, it is hard for me to describe what a high-quality wrist-rest should look and feel like. The cable is nice and long and splits into two USB plugs for about the last foot of the cable. There is a USB port on the top of the keyboard next to where the cable comes out which is nice to have available.Macro Keys:Like I wrote at the top of the review, I don't play computer games so I cannot comment on the functionality of the keyboard for gaming. I did find that the software is pretty easy to use and has a bunch of pre-loaded profiles for different games. I don't really use the macro keys but have programmed one of them to type ""Select * from "" every time I hit it. I frequently poke around in databases and it is one of the most common things that I type, so it seemed like a good use of a macro key. I've been thinking about setting up one of the macro profiles to be strictly SQL keywords, which may be useful. I do occasionally hit the macro keys accidentally when using a shortcut involving CTRL or SHIFT, but that is likely just due to the fact that I've never had anything to the left of those keys anyway so I developed some bad habits.The Sound of Typing:I knew that mechanical keyboards are noisy by nature and that brown switches were supposed to be quieter. I wanted quieter keys because I take notes during conference calls and don't want to be ridiculed for overly-aggressive typing. The keyboard is definitely quieter than I expected and gets even better the more I learn to type without bottoming out the keys. I guess the combination of brown switches and the rubber o-rings really helps cut down on keyboard noise.The Feel of Typing:I love typing on this keyboard. The whole reason that I started looking for a new keyboard was wrist pain that I developed and blamed on having to type increasingly harder on my old keyboard. It is nice to be able to just touch a key and know that it will work rather than worrying about if it will get stuck or just decide not to work at random. This is my first mechanical keyboard so I cannot compare the way it feels compared to other mechanical boards. My only previous experience with cherry switches was a cherry POS keyboard with cherry blues. I didn't do a lot of typing on it since it was in a retail environment.Backlighting:Before I purchased the keyboard, I read many reviews about the backlighting being inconsistent across the keys and sometimes failing all-together. I haven't experienced an issue with the lights failing completely; however, I do agree that the backlighting is not as nice as I would expect. As others have mentioned, the secondary characters on the keys don't really light up and some of the keys seem to be brighter than others, regardless of the brightness setting. I did not originally want a backlit keyboard, so poor backlighting does not affect the functionality of the keyboard for me, but I thought it was worth mentioning for others who are specifically looking for backlit keys. The only real annoyance the backlighting creates for me is the OCD part of me that can't stand things that are not uniform, but appear to have been intended to be uniform. At a very minimum, the poor backlighting makes the keyboard look a little cheap--which is not good for a product that carries a $150 price tag.Strange Pinging Noise:I mentioned that there is sometimes a strange ""pinging"" noise that comes from the keyboard. I don't know how else to describe it or if it is a normal noise. It doesn't seem related to any individual keys; it seems like some sort of an echo and it only happens when I type really fast. I don't know if I am bottoming out the keys more frequently and that they are traveling further back up but it can be an annoying sound. All the research that I did prior to buying this keyboard has created an obsession that will likely lead to future keyboard purchases, so I may be able to find out if the sound is normal or unique to me.Summary:This has been a great first mechanical keyboard so far and I definitely don't regret getting it, especially for the $100 price. I would recommend it to anyone who doesn't really care about the quality of the backlighting.  If you want/need perfect backlighting (either because of the desire for backlit keys or you can't overcome the OCD annoyance of having the keys not light up uniformly) then you may want to look elsewhere.If you've made it this far, thanks for reading. i hope that my review was helpful.",2,2
"The TRENDnet 500 Mbps Compact Powerline Ethernet AV Adapter Kit (TPL-406E2K) worked well.I previously installed a pair of Netgear's XAVB5101 units and had great performance. The TRENDnet units did not provide the same level of performance but the performance was more than adequate.I installed the units in the exact same power plugs as my Netgear units to run speed tests and watch Netflix to see if the performance was the same. I did notice a difference when watching Netflix and trying to access my media library via Apple TV. The stream itself didn't have issues it just took longer to load the media content.The product does work well; just not as well as the last set I owned. However, I don't have an issue recommending the devices and will continue to use them. They are half the cost of the Netgear units and if you are just extending your internet access or streaming video they should work fine.",2,2
"I READ IN THE INSTRUCTION MANUAL THAT IT ONLY PROTECTS AGAINST 300 FPS BBS!!! Pros: protects ears, optional visor ,looks cool. Cons: only protects against 300fps, visor is hard to put on. Quality is pretty good ,but I can only use this with safety glasses. I like this ,but I gotta be honest. I sincerely hope this helps.",0,1
I got these for a bowflex but the handles don't come as a pair. So keep in mind the price and that it's just for ONE.They're not comfortable for bench pressing but they feel better for doing bicep curls.,1,1
"This is the second Yongnuo flash I have returned for a malfunction in less than a year, but the price keeps me coming back for another.  I recently purchased a 560 II for off camera flash fill and upon receiving, it would not trigger via master flash in either S1 or S2 setting...RMA'd.  I also had a 565EX which failed to fire mounted on camera after 30 uses, also RMA'd due to faulty capacitors I believe.  I know other photographers have great success with this brand, but I unfortunately seem to get duds (poor QC).  I feel this brand is a gamble IMHO,  I am not a pro therefore the price of unit and the inconvenience of return does not bother me much.  Keep your receipt ;)  If I relied on external flashes for an income, I would pay for a quality name brand.",0,2
"Cable works just fine for me, but the construction is a bit lacking.  It didn't take anytime at all for part of it to break off: the plastic piece attached to the lightening connector.  It still works, just looks kind of weird with a lot of bare metal showing.  Still a good bargain when compared to the price of an oem cable.",2,1
"Got this tablet to replace a Coby Kyros 7&#34; tablet that has served us well for the last year and a half.  It was time for an upgrade, and this Asus tablet seemed the best deal for the money.I was 100% correct!This tablet has an amazing screen, and is really really fast (compared to the Kyros)!  Google play works great, as does Netflix, Youtube, and all the other uses I have for it.  I'm not a gamer, but tried out a few simple games which ran fine. Some people commented that it looked &#34;cheap&#34;...  OK. It's not a $400.00 IPad (or whatever the marketing geniuses at Apple are pushing this week...) - BUT the proof is in the screen and performance.  This is a winner in the 7&#34; tablet class!Bluetooth is a plus!  I have a OOntZ Angle speaker, which the tab discovered and paired with immediately.MicroSD slot is a BIG plus..  Some of the better known tablets don't have this feature.  It's great to be able to load a bunch of music on the SD card and just plug it in.  Tablet instantly recognized the card.  I did format it FAT32 from Windows before inserting it.$147.50 here on Amazon - got it in 2 days - if you're looking for a tablet and really want your &#34;bang for the buck&#34; (and wouldn't touch ANYTHING with an Apple logo on it with a ten-foot pole... ) consider this one.  Bet you'll like it!Did I mention the GPS?  I did now...",2,2
"This battery works fine in my Lenovo B570 under Windows 8, but Lenovo's power management software returns an error, as it knows the battery isn't a Lenovo product. I am using it as a spare, so that isn't a big deal, but some of the more esoteric Lenovo battery management may not be available. At your own risk, IOW",0,1
"The Lincoln/Vollrath/Wear-Ever Z4010 CERAMIGUARD II is claimed to be ""The Best Cooking Fry Pan in the commercial Industry."" I purchased one through a local restaurant supply (along with other hard to find kitchen utensils). The ceramic coating looks and cooks the same as this green pan, though the exterior is a hard shiny alloy. Also T J max used to carry some Chinese knock-offs of the Green Pan,  which were of just as good quality for 25% less.I own all three brands and they actually are the best, most durable fry pans. Teflon wears out much faster.Use no metal utensils and a bit of butter or oil, or else dry food can stick. Let the pan cool for as few minutes then rinse out, and wipe with a paper towel. If something has burned on let the pan sit with water for a few hours. Ceramic frying pans are great at high temperatures with no worries and easy cleanup. About all that any cook could ask for.",2,2
"Pros...1) Hands-down, the very best UI of ANY portable music player2) Itunes is the most intuitive application to be found on the netCons...1) If (sorry, when) the hard drive of your PC crashes, wave goodbye to your purchased music.  There are many sites explaining how to easily retrieve the songs that you ripped from a CD or DVD to your IPOD, but if you have not backed up your purchased (from Itunes) music to another source, it is forever gone.  This is one of the biggest gotchas of any product on the planet earth; some folks have hundreds -- even thousands -- of dollars worth of exposure here2) Pathetically fragile3) Much like previous generation IPODs, when the battery goes, the device is useless unless you are willing to spend $100 to have Apple replace the batteryNet/net: I would not recommend this player (or any Apple portable music player) to my friends without a VERY reliable back-up device.  Apple is making huge (arguabley obsence) profits off a very trusting and under-informed  public.  Caveat emptor (i.e., buyer beware).",1,2
this is a cheap part. but you will feel that y you buy this. buy some center pinch cover which will good/,0,0
Much more durable than the original equipment . I have had this for about a month and iy has worked very well so far. I had problems with the original one where it would &#34;short out&#34; if it came in contact with another wire. Pleasantly surprised with this item.,2,1
"First of all, the build quality is disappointing. The plastic construction feels cheap. But, that's not what I bought it. Was itching to tinker with the WiFi features. The interface is awkward and not at all intuitive. Finally, as noted in other reviews, low light pictures are of poor quality.I think you'd be much better off to buy a Canon with an Eye-Fi card. Much more flexible and much better pictures.",0,1
This product pulled in channels from two surrounding states as well as our local area.  We live in rural northern Utah and all the big box store antennas failed miserably.  I have purchased a total of five now . . . some for our other tv sets and a couple for my kids living in the same area.  Best money spent on a antenna hands down!  Amazon's partner delivered extremely fast.,2,1
"I bought this remote and the PS3 adapter for about 2 weeks and return it at the end.This remote connect with Samsung LCD TV, Bose 321, Playstation 3, Infocus projector and Macbook pro. For design of this remote, this is the best one in the market and thats the reason i bought this.But after a week of using it, I would say this remote fail as the function. The basic setup is very simple. But if you want to setup in the way you want, it takes couple hours to fully customize.The LCD screen on the remote is very responsive, nice color and good contrast.The signal between the remote and device is delay sometimes. Its always connect to the wrong input to my TV and the sound system which I am only 6 feet away from the system.Overall, I will say this is a good looking remote and nothing more. Get the Harmony one or 900 for the same function but cost less.",1,2
"I bought this after watching my sister use a Foodsaver on some of her family's food...leftovers and meat.  Now I do not know how my family got along without one. Frozen meat bought 5 months ago looks and tastes like it was purchased yesterday.As to whether this particular model was the best purchase for us, that is something only time will tell.AN UPDATE for those who want to use sealer on jars with the Tilia attachment.I read another review just recently and the writer was having trouble with the jars sealing.PUT THE LIDS IN A VERY LOW OVEN A FEW MINUTES BEFORE YOU ARE READY TO USE THEM - RUBBER SIDE UP!!I have used the sealer with attachment on 6 or 7 DOZEN jars since I purchased the sealer and attachments. The ONLY trouble I have had with the unit is ME!!!  If you find a jar does not seal properly, take the lid off and brush off any content, and put it back into the oven to re-heat, make sure that the rim of your jar is clean and make sure that you do the two next things:Put the attachment on securely. When the seal is complete and the machine is finished its job. RE-LEASE the attachment hose from the MACHINE, not the jar. After you hear the air moving out, then and only then take the attachment unit away from the jar...gently, gently and more gently!..I can not emphasize this too much.",2,2
"My husband loves this stuff, applies it everyday.  Much cheaper locally though - $9.99 minus coupon.  Great sunblock!",2,0
"I guess they are OK but very expensive for little thin sponges, which is what they are.  It's simpler to use cloth wipes and easier to clean them.",0,0
"I always used Logitech for webcams and headsets, and stand by its quality. This headset was no different. Comfortable, good sound and microphone. Unfortunately, it seems that on this model the USB plug is not very well made. It came apart within 3 weeks of use.",1,1
"This shirt is exactly what was expected.  Fits great, feels great, looks great.  My husband wanted these for everyday wear and he's enjoyed wearing them since he received them for Christmas.",2,1
"It scratches, but it will take a beating. Two years and still going. Not a mark on my macbook. The cover looks like crap now, but who cares. (I know some people do.)So, if you want something to protect, then this is a solid choice. If you don't like marks and scratches to show on your cover, you might want to choose a lighter color or a different solution.For the money, it's a win.",2,1
"Considering I could buy almost 3 of these batteries for the price of the OEM battery, I decided to try one.  Although Wasabi said the battery was not decoded, in my Panasonic Lumix DMC-GX1, the battery does show a charge state and the camera appears to go to sleep and wake up properly.I have not yet tested the longevity of the battery, seeing if the Wasabi is really 1500 mAH vs the the Panasonic OEM DMW-BLD10PP 1010 mAH.  I have only used the Wasabi enough to bring down the charge to two bars from three,  I have read the issues come when the battery is almost exhausted, the time between 1 bar and red no power icon is very short and gives user little to no time to shut the camera down nicely.I can say I have had no issues to date.  My current strategy is to always use the Wasabi as a primary battery, and keep the OEM battery in reserve, because I know that one works.Update 1/6/13:  I gave the battery a real test at a wedding last night.  Got about 250 shots, almost about 230 using the built in flash.  The lighting was quite dim, to give you an idea 1600 ISO 1/15 to 1/30 using 20 mm f 1.7 lens. The camera had a hard time focusing in certain situations.  The battery went to sleep and woke up normally, but, went down from three bars to two, however, probably within 30-50 shots, all of a sudden went dead.  I popped in the Panasonic OEM battery for the balance of the shots.  Again, almost all flash shots, almost all at 10+ feet away, so using close to a full power flash.  Still this battery is worthwhile to use as a primary with the OEM as a spare.  The OEM gives much better communication on battery state.",2,2
"I had an OXO peeler which was great but getting dull so when Cook's Illustrated picked this Messermeister Pro-Touch Peeler I figured I'd try it. It's a good peeler, very sharp but really not an improvement over OXO so buy whichever is cheaper.",1,1
"I bought this because I needed a eSATA port multiplier for my 4xHDD enclosure that has eSATA + USB 3.0.Installed the card in a Win 7x64 system and it installed default drivers. Updated to the latest from Silicon Image site for SIL3132 (BASE drivers) and BIOS and it ""seemed to work"". Untill the computer goes to sleep and I turn off the enclosure to conserve power.When the computer resumes from sleep and you turn on your eSATA enclosure it will not recognize any HDD. The same enclosure will work flawlessly when USB 3.0 is plugged in and you resume from sleep. Only way to get it working again is a total restart when resuming from sleep if you want to see the drives again in eSATA mode.If you start up the PC with eSATA drives plugged in, it will take for ever to boot up (5min with an SSD on OS ??)The whole idea of putting your computer to sleep is that you can pick up where you left off without having to restart.Even tried HotSwap! and it did not help.",0,2
"The compact design and performance are incredible. The speakers are solid, but do not get very loud even at top volume. Overall I am VERY pleased with it and would purchase it again.",1,1
"I tried this out to take notes and to make quick sketches (I'm not an artist, but as a programmer I often draw diagrams). For both purposes the Jot Touch was a comfortable way to quickly take notes and make drawings. I also tried it out with SketchBook Pro where it definitely seemed to have even more use.  I like the overall build quality and heft of the pen, the cover is a nice touch (compared to a lot of the cheaper pens that don't include anything) and finally the charging stand is a nice setup.  Not sure of the overall battery life, they indicate a month of use per charge. Also included is a replacement tip.  The tip of the pen with the transparent disk is a nice switch from the large black nubs found on many of the iPad compatible pens where it is difficult to see where you are drawing.The only thing that was unusual was the setup procedure, the little cards included didn't quite give me the procedure and I had to go to the website. I initially attempted to directly connect to the pen via the bluetooth setup and couldn't get it to work.  However, after looking at their website I just opened up the App that I wanted to use (one of the compatible ones) and had it working in a few seconds.I'm sure I will get a great deal of use out of this pen.",2,2
"I like to use a face exfoliator in the shower every day, and even though I am a big fan of the St Ives Apricot Scrub, I like to try different products. This felt fine on my skin and I did not have any allergic reaction to it. The reason I only gave it three stars is because of the mineral oil listed in the ingredients and the weird ""unscented"" smell. I really do not like the idea of using mineral (baby) oil for anything. I think it is a gross, pore clogging, cheap ingredient.As far as the feel of the scrubbing, I prefer something even grainier, but I think the rice grain in this product does a pretty good job. I have a weird patch of dry skin on the side of my face which has been very annoying and this help a little bit with that.I think I will stick with St Ives and Say Yes To Tomatoes after this product runs out.",1,2
"This seemed like a really great idea, and I love how light it is in comparison to the two blowdryers I currently use (a Sedu Revolution and aInifiniti by Conair 228 Nano Silver Tourmaline Ceramic Styler, White), but it doesn't work well for my hair.First of all, if you have curly or wavy hair, you know that a blow dryer that blows the hair around causes frizz.  A deep bowl diffuser will usually cup the hair so that it doesn't move too much.  This Conair dryer puts out too much air, even on the low setting, so that your hair gets blown about, and gets frizzier and frizzier.  I've tried it both with and without the extra attachment, and have had the same problem each time.The second main problem is that the attachment doesn't hold your hair if it's long.  The two other diffusers I have create enough depth for me to place my mid-back hair in them to dry.  The Conair one would work great if you had shorter hair that is perhaps above your shoulders, but for longer hair, it just doesn't work as well as a regular dryer.On the positive side, as I mentioned above, it is lightweight, and it has two settings:  high and low.  It also has a cold shot button so you can lock in your style.It's a good idea in theory, but just doesn't work as well in practice.UPDATE ON 4-30-14:  For the last few months, I've been using theDevaCurl DevaFuser Hair Dryer Diffuseras my diffuser, and I love it! It leaves my curls frizz-free, and dries them pretty quickly.  It's also come down in price since it first came out.  I'd definitely recommend the DevaFuser over this!",0,2
"Great little laptop. Highly functional, yet simple. Hate the new Microsoft programming, but that is not a reflection on the computer itself.",2,0
"It's a cute case just looks a little cheap, but you get what you pay for! It looks pretty cool on my phone so it was worth the few bucks!",2,1
"I ordered this Because the image shows a pump, which helps when U order a large bottle...NO PUMP is disappointing!  The scent is very light which I like and I know its a good product because my hair cutter uses it on my naturally curly, old, died long hair = its light weight and gives even my old hair bouncy curls + fights a little frizz",1,1
"I need to hang bags on the outside of my cabinets, for prep areas. Idea good and roomy, but stick out too far and I have black and blue marks. One fell apart immediately. No room to hang inside, also do not want garbage inside my cabinets.",0,1
"While the unit might be considered clever in size and design it has serious flaws for use as a security device.In motion detect mode the video does not have any pre-capture and worse has a significant (seconds) of delay in video capture after motion is presented. This allows plenty of time for the suspect to move away from the camera before video recording starts.You could use continues mode and get one photo per second at the expense of recording space.No sensitivity or masking is provided, so the units records more events than you may want.The video compression in VGA mode creates files of about 550mb per activation based on the size of movement, so even the maximum 32GB storage may be too small. In QVGA mode the quality is too low for face detection.The Video in and out connectors are low quality pin jacks and unreliable, bumping any wire may disable the recording without you knowing it.The manual is translated Chinese, give yourself plenty of time to figure out how to use it.",0,2
"They are light and dont dig in to one's ears or feel tight on the head (but I have a small head).  Although they adjust nicely, they dont cover the ears well and one has to turn volume up a bit to be able to clearly hear sound come out of the phones. Over all, they are good if one is not in a noisy public area. They might be OK on a plane or train or car. I got these very cheaply on Amazon ($3.50USD) plus shipping. These are fine to keep around for a spare if you lose or break your other headphones or earbuds; or are fine for your kids, who break or lose their headphones all the time. At this price, you can buy several to keep on hand for when a pair is lost or broken. They seem fairly sturdy, but are thin and made of cheapish plastic, so they probably wont hold up that well. The foam ear covers are replacable, so if they do last a bit, you can buy some replacement ear covers for them when the old ones shred from use.",1,2
"Very sharp and very good looking.  These knives will hold and edge longer than German knives such as Wusthof knives, but they require care when sharpening because of their 16 degree angle.  Also consider that they may feel a little bit uncomfortable for those with large hands, although one gets used to them after a while.",2,1
"The Nextar GPS looks great, has a rechargeable battery, blah, blah... but when it comes down to actually working it sucks. The 1.6million points of interest is drastically behind any other GPS unit on the market. If you dont mind following a route only to find that the map is at least 2 years out dated and the road is actually closed, then you'll love it. There have been many times that I've come to a bridge or road that has been around for 3 years+, but it doesn't show up on the map. No new home addresses are being added, and at the rate that they're being built... those of us that already got suckered into buying a Nextar are out of luck since they haven't and according to customer service, don't plan to offer any map updates at this time. Sometimes it takes the unit 5 or 10 minutes to figure out where I am, which is pretty inconvienent when it's time to leave and I don't have any clue which way to start heading while the unit sits there being usless. Thanks a lot Nextar for taking my $400 then leaving us high and dry without customer service or updates. I will never in my life buy a product from them again. It's become obosolete very quickly.",0,2
This little heater does a pretty good job of warming up a room nicely and quickly! I was worried how it might work when I saw how small it was but it seems to be doing just fine. There is a bit of a low rattling noise from what I believe is the fan inside. Its a little annoying but not loud enough that it will be a major issue for me. Overall I'd recommend this heater.,2,1
"Needs little desk space, never sticks, and my cat likes to chase the ball.  Doesn't need mouseware to run, but install it anyway, it helps.  Clean fuzz off three spots under the ball once in awhile.",2,1
"Very strong and of good quality like I expected. Lasted a long time, although the plastic screen came off eventually.",1,0
